user_location,user_followers,retweet_count,favorite_count,user_verified,date,lang,text,hashtags,source
,173,1004,0,False,2020-09-16 15:50:14,en,"RT @CAFinUS: You traded cotton and tobacco fields for battlefields. You said joining the Army saved your life.

Vietnam. South Korea. The P…",,Twitter for iPhone
,37,0,1,False,2020-09-16 21:53:42,en,"@Upchurch2013 @Sturdy32 I don’t understand when people say it’s political for Pritzker. If Covid doesn’t happen, I think he gets re-elected easily. He’s done a lot in his first tenure(weed, gambling etc). This likely costs him that opportunity. Playing fall sports would score political points.",,Twitter for iPhone
,6,47682,0,False,2020-09-16 13:33:03,en,"RT @AOC: It’s astounding that after a massive family separation operation, mass sexual assault of detainees, trapping immigrants in COVID-i…",,Twitter for Android
"Washington, D.C.",22238,0,0,True,2020-09-16 13:14:15,en,"In the latest installment of What's Happening in Congress, @mollyereynolds discusses the Senate's latest attempt at a #coronvirus relief package, why it failed, and (gulp) the possibility of a government shutdown. https://t.co/3oT3JvwFVT",['coronvirus'],Sprout Social
,4729,2,0,False,2020-09-16 06:46:16,fr,"RT @_daffyduke_: « Face à la #Covid_19, les Français ont été contraints pendant plusieurs semaines de se mettre dans la peau des astronaute…",['Covid_19'],Twitter Web App
"Belgique, Belgium, Belgio.",214,976,0,False,2020-09-16 11:29:24,fr,RT @DllErik: #Twitter a suspendu le compte de la scientifique chinoise qui a publié un article alléguant que le Covid a été créé dans le la…,['Twitter'],Twitter Web App
Endlin📍,914,6687,0,False,2020-09-16 17:58:24,en,RT @ziyarara: President of Guinea beating up a Minister who stole covid funds! Stealing is violence!! https://t.co/Rl91BykkkF,,Twitter Web App
Bantul,9704,0,1,True,2020-09-16 14:46:37,in,"Update Zonasi Risiko Kasus Covid-19 Kabupaten Bantul, periode 1 hingga 14 September 2020, berlaku 15 hingga 28 September 2020, data dengan perhitungan bobot indikator kesehatan masyarakat yang terdiri dari Epidemiologi, Surveilans Kesehatan dan Pelayanan Kesehatan.
#BantulBisa https://t.co/LwS0ZkP8YU",['BantulBisa'],Twitter for Android
,118,18,0,False,2020-09-16 10:03:26,en,RT @omar_quraishi: 7 teachers at a govt higher secondary school in Peshawar tested positive for Covid-19 - samples of  teachers were taken…,,Twitter for Android
,53,0,10,False,2020-09-16 15:02:11,en,"@BuzzPatterson @realDonaldTrump @IcallBSonU2 It's clear that Trump wanted to have all of his opponents die from COVID-19 and he doesn't care what economic damage he causes in the process.  200K dead from Trump's careless behaviour. 

Heartless and evil.",,Twitter Web App
Massachusetts,150,1329,0,False,2020-09-16 12:50:02,en,"RT @jcsekhar74: Help me understand how, after hearing Trump’s own voice in the Woodward recordings saying COVID-19 is a “scourge” and a “pl…",,Twitter for iPhone
,89,47682,0,False,2020-09-16 05:27:01,en,"RT @AOC: It’s astounding that after a massive family separation operation, mass sexual assault of detainees, trapping immigrants in COVID-i…",,Twitter for iPhone
Paris,146,3602,0,False,2020-09-16 16:35:46,fr,RT @CJuridiques: Sont condamnés à creuser les tombes des victimes du Covid-19 eux-mêmes (et à la pelle) le groupe de militants anti-masques…,,Twitter Web App
pluto,108,176,0,False,2020-09-16 10:34:38,in,"RT @toegiono: Documentari pria umur 20an terkena COVID-19, msk RS, dlm wkt 3 hari kondisi memburuk, paru2 nya sdh tidak dapat berfungsi dgn…",,Twitter for Android
"छत्तीसगढ़, भारत",58,17,0,False,2020-09-16 05:10:26,en,"RT @PioneerRaipur: BJP spreading falsehood about Covid-19: Cong
@bhupeshbaghel
@ChhattisgarhCMO
@MohanMarkamPCC
@TS_SinghDeo 
@tamradhwajsa…",,Twitter for Android
"Minnesota, USA",92,6258,0,False,2020-09-16 01:44:21,en,RT @ktumulty: Trump just said the solution to Covid is “herd mentality.”,,Twitter for iPhone
"West Hollywood, CA",10212,73,0,False,2020-09-16 04:09:22,en,"RT @KikiAdine: To all the disabled, spoonies, high risk Covid, mental health warrior resisters:
NEVER let anyone diminish the hard work you…",,Twitter for iPhone
